מספר קלפי,שם ישוב,כתובת,מצביעים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
3370,ירושלים,דהומיי           6,404,397,39,5,1,0,0,0,9,17,3,33,2,16,42,0,89,63,7,2,0,5,1,0,0,0,0,1,1,7,0,4,50
3380,ירושלים,הדישון           25,449,448,82,0,0,0,1,0,0,44,2,22,0,4,123,0,22,77,35,1,0,6,0,0,0,0,0,0,0,10,0,6,13
3390,ירושלים,וולטה העלית      12,249,248,46,4,0,0,1,0,2,13,3,29,0,3,45,0,37,29,13,1,0,4,0,0,0,0,1,0,0,2,0,3,12
3400,ירושלים,וולטה העלית      12,345,345,85,4,3,0,2,0,0,21,1,39,2,3,65,0,35,32,11,1,0,4,0,0,2,0,0,0,0,4,0,4,27
3410,ירושלים,שטרן אברהם       3,312,303,26,11,0,0,1,0,0,17,0,19,2,4,37,0,46,59,7,0,1,2,0,0,0,0,0,0,1,8,0,1,61
3420,ירושלים,הנורית           18,436,419,17,5,0,0,0,0,91,18,0,34,1,10,18,0,77,43,0,0,0,0,0,0,0,0,0,1,1,2,0,2,99
3430,ירושלים,וולטה העלית      12,276,266,52,4,0,0,0,0,0,19,3,17,0,2,49,0,32,38,9,1,0,0,0,0,1,0,0,0,0,0,0,8,31
3440,ירושלים,קוסטה ריקה       15,351,348,29,4,0,0,0,0,32,11,0,46,0,1,38,0,67,35,4,0,1,5,1,0,0,0,0,0,3,3,0,3,65
3450,ירושלים,זנגויל           29,511,511,137,24,0,1,3,0,0,26,3,16,1,1,137,0,22,36,54,0,0,5,0,0,0,0,0,1,0,5,0,14,25
3460,ירושלים,שד שרת משה       1,459,457,91,18,0,0,0,0,0,36,7,64,0,5,102,0,12,55,23,2,0,3,0,0,0,0,0,0,0,4,0,11,24
3470,ירושלים,שד שרת משה       1,450,446,82,2,0,0,0,0,0,36,3,23,1,2,145,0,16,61,24,0,0,8,0,0,0,0,0,0,0,8,0,16,19
3480,ירושלים,החרצית           10,381,371,56,4,0,0,1,0,3,24,0,32,1,0,70,0,37,59,7,1,0,0,0,0,0,0,0,0,0,7,0,6,63
3490,ירושלים,שד שרת משה       1,406,405,105,6,1,0,6,0,0,32,4,26,1,2,85,0,15,45,40,0,0,7,0,1,0,0,0,0,0,9,0,9,11
3500,ירושלים,שטרן אברהם       3,336,331,16,14,2,0,0,0,3,12,3,23,1,3,38,1,85,57,9,0,0,2,0,0,0,0,0,0,0,3,0,4,55
3510,ירושלים,שד שרת משה       1,558,557,85,0,1,3,0,0,0,50,2,39,1,7,191,0,20,82,22,0,0,3,0,0,1,0,0,1,0,5,0,18,26
3520,ירושלים,אולשוונגר        3,318,313,44,19,0,0,1,0,0,24,2,35,1,2,53,0,39,38,9,0,0,2,1,0,1,0,0,0,0,4,0,9,29
3530,ירושלים,רקם              2,525,524,68,1,0,0,2,0,0,47,1,23,0,4,171,0,30,112,18,0,0,4,0,0,0,0,1,0,0,7,0,5,30
3540,ירושלים,שד שרת משה       1,397,391,95,1,0,0,2,0,0,38,7,18,0,0,103,0,32,40,32,0,0,3,0,0,0,0,0,0,0,5,0,7,8
3550,ירושלים,זנגויל           29,337,337,119,2,0,0,1,0,0,28,1,22,0,2,77,0,11,15,35,0,0,8,0,0,0,0,1,0,0,4,0,8,3
3560,ירושלים,קוסטה ריקה       15,262,254,10,4,0,0,1,0,3,10,1,26,0,8,30,0,51,44,5,0,0,1,0,0,0,0,1,0,1,0,0,2,56
3570,ירושלים,הנורית           18,362,359,25,3,1,0,0,0,34,19,0,15,1,6,46,0,75,31,5,1,0,1,0,0,0,0,0,1,1,5,0,4,85
3580,ירושלים,גרינולד          8,245,240,13,4,0,0,0,1,7,5,3,10,2,2,24,0,72,44,2,0,0,0,0,1,0,0,0,0,2,3,0,1,44
3590,ירושלים,גרינולד          8,366,362,56,6,0,0,4,0,0,28,3,29,0,4,53,0,51,49,16,1,0,1,1,0,1,0,0,1,0,7,0,3,48
3600,ירושלים,שד שרת משה       1,493,487,92,47,0,0,0,0,1,17,1,48,0,6,120,0,29,48,41,0,0,2,0,0,0,0,0,0,0,6,0,10,19
3610,ירושלים,הדישון           25,431,430,85,3,0,0,0,0,0,30,1,30,0,4,151,0,20,45,30,0,0,3,0,0,1,0,0,1,0,8,0,7,11
3620,ירושלים,בעהם אריה        2,422,418,26,0,0,0,0,0,0,28,1,39,1,4,67,0,44,90,4,0,10,5,0,0,0,1,0,0,0,5,0,5,88
3630,ירושלים,מרגולין          3,390,381,24,9,0,0,0,0,18,5,0,26,1,5,28,0,49,90,6,1,0,0,0,1,0,0,0,0,1,6,0,1,110
3640,ירושלים,מרגולין          3,371,371,45,5,0,0,1,0,15,18,1,22,0,6,49,0,37,48,9,0,0,4,0,0,0,0,0,0,2,2,0,5,102
3650,ירושלים,מרגולין          3,395,388,58,7,0,0,2,0,8,16,1,37,0,5,50,0,23,66,17,0,0,3,0,1,0,0,0,1,1,6,0,7,79
3660,ירושלים,בעהם אריה        2,344,335,25,5,0,1,0,1,33,13,0,25,2,16,20,0,46,73,5,0,0,1,0,0,0,0,0,0,0,6,1,1,61
3670,ירושלים,מרגולין          3,330,325,54,0,0,0,1,3,5,12,0,21,1,4,38,0,32,65,7,1,1,0,0,0,0,0,0,0,1,4,1,5,69
3680,ירושלים,מרגולין          3,386,378,34,1,0,0,1,0,0,27,2,20,1,7,40,0,25,61,7,0,1,1,0,0,0,0,1,0,1,2,0,3,143
3690,ירושלים,בעהם אריה        2,305,302,23,1,0,1,0,0,15,9,0,26,1,7,38,0,51,43,2,0,0,0,0,0,0,0,0,1,0,3,0,4,77
3700,ירושלים,יהודה הנשיא      26,335,334,40,5,1,0,1,0,0,21,0,48,0,4,47,0,23,43,3,0,0,2,0,2,1,0,0,0,0,5,0,3,85
3710,ירושלים,יהודה הנשיא      26,392,388,37,3,2,0,1,0,1,24,0,47,0,6,56,0,24,79,5,0,0,6,1,2,0,0,0,0,0,2,0,5,87
3720,ירושלים,יהודה הנשיא      26,439,432,45,7,0,0,0,0,0,30,0,63,0,3,75,0,18,92,7,0,0,4,0,0,0,0,0,0,2,1,0,3,82
3730,ירושלים,אליעזר הגדול     4,387,376,40,0,1,0,0,0,0,26,0,29,0,9,65,1,20,93,4,1,0,3,0,1,1,0,0,1,0,4,0,2,75
3740,ירושלים,יהודה הנשיא      26,397,391,53,1,2,0,6,0,1,27,0,45,0,10,57,0,17,73,14,0,6,1,0,0,0,0,0,0,0,2,0,5,71
3750,ירושלים,אליעזר הגדול     4,397,389,47,4,0,1,1,0,1,19,1,21,0,11,82,1,35,68,7,0,0,1,0,0,0,0,0,2,0,5,0,2,80
3760,ירושלים,יוחנן בן זכאי    33,362,361,37,5,0,0,0,0,0,26,0,47,0,9,51,0,22,73,5,0,0,2,0,1,0,0,0,0,0,4,0,7,72
3770,ירושלים,רבי חייא         3,458,455,78,15,0,0,3,0,0,27,0,88,0,10,64,0,15,66,17,1,1,5,0,1,0,0,0,1,1,7,0,10,45
3790,ירושלים,רבי חייא         3,392,389,51,5,0,1,2,0,0,35,0,54,0,8,60,0,11,93,11,1,0,7,0,2,0,0,0,0,0,2,0,9,37
3800,ירושלים,יוחנן בן זכאי    33,486,476,75,20,0,0,6,0,1,20,0,128,0,9,46,0,12,78,13,0,0,14,0,0,0,0,0,1,2,7,0,6,38
3810,ירושלים,הורקניה          21,478,469,59,1,0,0,4,0,0,30,0,66,0,4,55,0,23,103,17,1,0,4,0,0,0,0,2,0,0,8,0,6,86
3820,ירושלים,יוחנן בן זכאי    33,346,340,26,7,0,0,1,0,2,20,0,18,0,2,61,0,32,81,4,0,0,4,0,0,0,0,0,1,1,3,0,1,76
3830,ירושלים,יהודה הנשיא      26,403,398,57,3,0,0,1,0,1,30,3,75,0,3,49,0,31,47,23,2,0,10,1,0,0,0,1,0,0,5,0,11,45
3840,ירושלים,יוחנן בן זכאי    33,268,265,16,3,0,0,1,0,0,26,0,34,0,2,43,0,16,55,6,1,0,4,0,0,0,0,0,0,0,5,0,7,46
3850,ירושלים,יהודה הנשיא      26,401,394,43,2,1,0,3,0,1,23,1,65,0,2,60,0,35,103,7,0,0,3,0,0,1,0,0,0,1,2,0,7,34
3860,ירושלים,בעהם אריה        2,373,368,47,4,0,0,0,0,3,26,1,17,0,4,68,0,43,51,3,2,6,0,1,0,1,0,0,1,0,6,0,0,84
3870,ירושלים,אליעזר הגדול     4,448,443,50,3,0,0,0,2,2,39,0,51,1,7,74,0,23,97,8,0,0,6,0,1,1,0,0,0,0,4,0,4,70
3880,ירושלים,רבי חייא         3,370,367,59,21,3,0,2,0,2,23,0,102,0,11,38,0,7,37,19,0,0,10,0,0,1,0,0,0,0,3,0,5,24
3890,ירושלים,יוחנן בן זכאי    33,375,370,49,9,0,0,2,0,1,32,1,84,1,5,59,0,16,45,22,2,0,11,0,0,0,0,0,0,1,1,0,4,25
3900,ירושלים,בעהם אריה        2,423,412,27,4,2,0,4,0,0,19,1,30,1,4,75,0,114,66,3,0,0,1,0,0,0,0,0,0,0,8,0,1,52
3930,ירושלים,אהרוני           14,316,316,55,3,3,0,1,0,0,17,5,63,0,3,52,2,15,47,23,1,1,10,0,0,0,0,0,0,1,5,0,4,5
3940,ירושלים,הורקניה          21,446,439,81,3,0,0,1,0,1,22,1,79,0,1,106,0,21,61,33,0,0,6,0,0,1,0,0,0,0,3,0,10,9
3970,ירושלים,חכמי יוסף        28,386,386,33,33,0,0,1,0,0,22,0,77,0,6,99,0,15,46,12,2,0,2,0,0,0,0,0,0,0,3,0,4,31
3990,ירושלים,מן               7,523,519,63,79,0,0,0,0,0,16,2,158,0,9,55,0,20,39,17,0,0,8,0,0,0,0,0,0,0,4,0,3,46
4000,ירושלים,מן               7,484,481,13,31,0,0,0,0,0,9,0,232,1,12,20,0,15,52,8,1,0,8,0,0,0,0,0,0,0,1,0,5,73
4010,ירושלים,אהרוני           14,323,320,55,2,0,0,1,0,0,24,1,50,0,3,66,0,10,46,31,0,0,8,0,0,0,0,0,0,0,2,0,9,12
4020,ירושלים,מן               7,510,509,19,75,0,0,1,0,1,12,0,217,0,18,10,0,14,35,0,0,0,7,0,0,0,0,0,0,0,3,0,1,96
4030,ירושלים,הורקניה          21,507,502,119,8,0,0,1,1,1,24,5,90,0,2,83,0,32,76,20,0,0,9,1,0,0,0,1,0,0,3,0,8,18
4040,ירושלים,אהרוני           14,495,487,84,5,1,0,0,0,1,33,1,128,0,4,72,0,19,62,36,0,1,13,0,0,1,0,1,0,0,6,0,7,12
4050,ירושלים,בן לברט          15,389,384,74,4,0,0,0,0,1,28,2,56,0,5,84,0,11,62,20,0,0,8,0,0,0,0,0,0,0,6,0,4,19
4060,ירושלים,''הפלמ''''ח           57'',375,372,68,9,0,0,2,0,0,26,2,76,0,1,79,0,9,52,25,0,0,2,0,0,0,0,0,0,0,7,0,8,6
4070,ירושלים,כובשי קטמון      15,340,338,85,6,1,0,2,0,0,19,2,75,1,3,53,0,6,28,25,0,0,15,0,0,0,0,0,0,1,5,0,7,4
4080,ירושלים,''הפלמ''''ח           57'',427,422,121,2,0,0,5,0,1,26,3,85,0,6,62,0,7,40,35,0,0,9,0,0,0,0,0,0,0,6,0,4,10
4090,ירושלים,מן               7,362,359,39,12,0,0,0,0,1,14,0,108,0,6,50,0,22,35,7,1,0,5,0,0,0,0,0,1,0,6,0,3,49
4100,ירושלים,אהרוני           14,364,359,106,4,0,0,2,0,0,20,3,57,0,7,70,0,6,23,29,0,0,10,0,0,0,0,0,1,0,5,0,3,13
4110,ירושלים,מן               7,424,417,40,69,0,0,2,0,0,22,1,120,0,13,30,2,40,33,14,0,0,0,0,0,0,0,0,0,1,4,0,0,26
4120,ירושלים,''הפלמ''''ח           57'',421,415,77,12,0,0,2,0,0,25,5,99,0,5,52,0,18,69,24,0,0,7,0,0,0,0,0,0,0,4,0,4,12
4140,ירושלים,שחר              19,511,505,118,2,0,0,2,0,1,37,2,24,0,1,158,0,30,69,37,0,0,4,0,0,0,0,0,0,0,6,0,12,2
4200,ירושלים,חכמי יוסף        28,358,356,13,121,0,0,0,0,0,14,2,66,0,10,21,0,9,28,3,0,0,1,0,0,0,0,0,0,0,1,0,1,66
4280,ירושלים,כובשי קטמון      15,329,324,39,5,0,0,3,0,1,22,0,92,0,6,50,0,24,33,20,0,0,7,0,0,0,0,0,0,0,5,0,7,10
4290,ירושלים,כובשי קטמון      15,472,470,45,12,0,0,3,0,2,28,1,147,0,7,82,0,17,58,21,0,0,15,0,0,0,0,0,0,0,3,0,7,22
4300,ירושלים,כובשי קטמון      15,396,393,71,20,0,0,7,0,0,28,1,90,0,2,55,0,8,42,28,0,0,6,0,1,0,0,1,0,0,7,0,7,19
4310,ירושלים,כובשי קטמון      15,473,469,48,38,0,1,2,0,1,13,1,136,0,9,47,0,18,69,21,1,0,25,0,0,0,0,0,0,0,0,0,5,34
4320,ירושלים,כובשי קטמון      15,477,474,71,48,0,0,7,2,0,19,0,115,0,4,54,0,15,59,24,0,0,8,0,0,0,0,0,1,0,4,0,8,35
4330,ירושלים,כט' בנובמבר      13,525,518,113,15,1,0,7,0,3,30,3,89,0,1,87,0,19,54,56,0,0,14,0,0,0,0,0,1,0,4,1,12,8
4340,ירושלים,כט' בנובמבר      13,504,496,91,6,0,0,3,0,0,39,4,102,1,2,83,0,12,55,42,0,0,20,0,0,1,0,0,1,0,6,0,15,13
4350,ירושלים,כט' בנובמבר      13,377,375,81,9,0,1,3,0,0,17,2,73,0,4,51,0,12,45,44,0,0,11,0,0,0,0,0,2,0,5,0,8,7
4360,ירושלים,עמק רפאים        22,299,296,57,5,0,0,4,1,2,12,2,57,0,3,48,0,7,37,41,0,0,4,0,0,0,0,0,0,0,0,0,6,10
4370,ירושלים,מסריק            10,432,427,101,5,0,0,7,0,0,14,0,49,0,5,92,0,9,51,50,0,4,6,0,1,0,0,0,0,0,8,0,7,18
4380,ירושלים,עמק רפאים        22,460,455,76,2,0,0,3,1,0,30,1,70,0,7,81,0,14,74,43,1,0,6,0,0,1,0,0,0,0,8,0,10,27
4390,ירושלים,רחל אמנו         27,417,415,73,48,0,0,4,0,0,24,1,75,1,4,59,0,17,45,17,0,0,5,0,0,0,0,0,1,0,5,0,7,29
4400,ירושלים,מסריק            10,475,470,95,6,0,0,4,0,1,31,1,72,1,3,89,1,28,42,34,0,0,16,0,0,0,0,0,0,1,9,0,11,25
4410,ירושלים,עמק רפאים        22,294,294,44,0,0,0,2,0,0,27,0,56,0,3,56,0,7,54,10,0,0,6,0,0,0,0,0,0,0,7,1,7,14
4420,ירושלים,רחל אמנו         27,453,447,90,4,0,0,9,0,0,30,0,75,0,2,71,0,10,61,56,0,0,10,0,0,1,0,1,0,0,4,0,8,15
4500,ירושלים,ראשון לציון      7,383,380,2,259,0,0,0,0,1,2,0,7,0,13,9,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
4580,ירושלים,איחוד הכפר,136,129,10,0,65,0,5,0,0,1,0,0,0,0,0,0,0,0,6,0,39,0,0,0,1,0,0,1,1,0,0,0,0
4590,ירושלים,גנרל קניג פייר   16,337,334,38,1,0,0,1,1,1,26,0,58,1,6,63,0,12,73,5,1,0,5,1,0,0,0,0,0,0,3,0,2,36
4600,ירושלים,גדעון            14,269,266,50,3,0,0,0,0,0,10,1,39,0,0,46,0,6,35,35,0,0,10,0,0,0,0,0,0,0,6,0,5,20
4610,ירושלים,גדעון            14,398,398,122,8,0,1,10,0,0,17,0,68,0,2,46,0,6,39,47,1,0,7,0,0,0,0,0,0,1,3,0,7,13
4620,ירושלים,גדעון            14,420,412,89,6,1,0,6,0,0,23,1,68,0,1,71,0,13,51,31,1,0,10,0,0,1,0,0,0,0,7,0,11,21
4630,ירושלים,יהודה            31,390,386,84,3,1,0,3,2,4,20,0,67,1,3,60,0,15,48,21,1,1,8,0,0,1,0,0,0,1,6,0,5,31
4640,ירושלים,יהודה            31,506,504,92,4,0,1,8,0,0,19,3,121,0,3,81,0,12,63,28,1,0,29,0,1,0,0,0,0,1,5,0,10,22
4650,ירושלים,גנרל קניג פייר   16,501,498,62,11,4,0,1,0,0,45,0,89,1,6,72,0,19,84,7,2,9,5,1,0,0,0,0,2,2,4,0,6,66
4660,ירושלים,איחוד הכפר,171,161,9,0,81,0,8,0,0,0,0,0,0,0,0,0,1,0,3,0,56,0,0,0,0,0,1,0,1,0,0,0,1
4670,ירושלים,קבוץ גלויות      4,359,357,47,8,0,0,2,0,0,21,1,53,0,7,40,0,18,56,9,2,1,8,0,0,0,0,0,1,0,2,0,9,72
4680,ירושלים,''בית''''ר            8'',443,441,102,3,0,0,2,0,1,30,0,57,3,3,92,0,8,62,33,0,0,14,0,0,0,0,0,0,0,12,0,10,9
4690,ירושלים,''בית''''ר            8'',355,353,72,3,1,0,3,1,0,15,1,43,0,2,78,1,14,49,28,0,0,8,0,0,0,0,0,1,1,6,0,9,17
4700,ירושלים,דרך חברון        136,309,300,26,3,1,1,0,0,37,6,2,24,0,5,35,0,53,34,7,1,0,2,0,0,0,0,0,0,1,2,0,2,58
4710,ירושלים,קבוץ גלויות      4,466,457,60,3,2,0,7,0,2,28,0,59,1,9,62,0,32,67,23,0,0,6,0,0,0,0,0,0,0,10,0,4,82
4720,ירושלים,יהודה            31,485,480,110,7,0,0,10,1,1,22,3,39,0,4,85,0,12,54,58,0,0,12,0,2,1,0,1,2,0,5,0,8,43
4730,ירושלים,קבוץ גלויות      4,327,323,43,4,0,0,3,0,0,25,0,45,0,3,54,0,20,42,31,2,0,4,0,0,0,0,0,0,1,5,0,2,39
4740,ירושלים,נחשון            11,342,341,71,4,1,0,3,0,1,25,2,29,1,4,80,0,14,31,40,0,1,5,0,0,0,0,0,0,1,10,0,6,12
4750,ירושלים,נחשון            11,180,178,28,1,0,0,0,0,0,9,0,13,0,2,64,0,6,22,10,0,0,4,0,0,0,0,0,0,0,0,0,2,17
4760,ירושלים,קבוץ גלויות      4,377,373,49,2,0,0,5,0,1,16,0,92,1,4,61,0,17,67,18,1,0,0,0,0,0,0,0,0,0,2,0,6,31
4770,ירושלים,דרך חברון        136,384,372,48,4,1,0,1,0,3,23,1,61,0,4,63,0,9,77,19,1,0,4,0,0,0,0,1,1,0,10,0,17,24
4780,ירושלים,דרך חברון        136,269,266,47,8,0,0,1,1,7,9,0,33,3,3,37,0,19,41,5,0,3,2,0,0,0,0,1,0,0,0,1,4,41
4790,ירושלים,דרך חברון        136,407,399,67,33,7,0,6,1,0,20,0,68,2,7,51,0,11,55,7,1,1,4,1,0,0,0,0,0,0,6,0,3,48
4800,ירושלים,דרך חברון        132,399,395,91,4,0,0,3,0,0,37,1,31,0,6,80,0,13,58,32,0,0,7,0,0,0,0,0,0,0,7,0,6,19
4810,ירושלים,דרך חברון        136,390,384,65,1,0,0,1,0,1,37,1,39,0,3,65,0,25,67,11,4,0,9,0,0,1,1,0,0,1,4,0,7,41
4820,ירושלים,''בית''''ר            8'',351,349,79,1,2,0,0,0,1,18,1,32,0,2,77,0,26,43,30,0,0,9,0,0,0,0,0,1,0,5,0,17,5
4830,ירושלים,נחשון            11,259,256,62,2,4,0,1,0,0,17,0,28,1,4,41,0,3,37,24,0,0,7,0,0,0,0,1,0,0,1,0,4,19
4840,ירושלים,דרך חברון        132,452,448,68,2,0,0,4,0,0,31,2,21,0,2,163,0,20,73,28,1,0,3,0,0,0,0,0,0,1,6,0,7,16
4850,ירושלים,''בית''''ר            8'',312,309,44,0,0,0,6,0,0,30,0,22,0,2,62,0,22,50,30,1,0,7,0,1,0,0,0,0,0,5,0,6,21
4860,ירושלים,דרך חברון        136,347,338,31,7,0,0,0,0,57,16,1,20,0,3,37,0,39,58,8,0,0,0,0,0,0,0,1,0,0,3,0,3,54
4870,ירושלים,''בית''''ר            8'',351,348,68,6,0,0,3,1,2,23,0,26,0,0,87,0,11,47,34,0,0,8,0,0,1,0,0,1,0,4,0,11,15
4880,ירושלים,''בית''''ר            8'',346,335,7,8,0,1,0,0,0,4,2,3,0,5,50,0,217,30,2,1,0,0,1,0,0,0,0,1,1,0,0,2,0
4890,ירושלים,בית צפפה,192,188,15,3,69,0,29,0,0,2,0,0,0,1,3,0,0,0,11,0,50,0,0,0,0,0,0,1,0,1,0,2,1
4900,ירושלים,דרך חברון        132,422,419,100,0,0,0,3,0,2,31,3,50,0,0,80,0,19,52,39,0,0,16,0,0,0,0,0,0,0,3,0,5,16
5000,ירושלים,בתי מחסה,431,425,13,108,0,0,3,0,1,5,0,131,0,45,16,0,8,19,9,1,0,3,0,0,0,0,1,0,0,4,0,0,58
5010,ירושלים,דמיטריוס הקדוש,142,138,21,10,8,0,3,0,1,1,0,15,0,3,35,0,11,9,2,0,1,1,0,0,0,0,0,1,0,1,0,1,14
5020,ירושלים,שיח גראח,169,160,18,1,23,0,9,0,0,1,0,43,0,9,17,0,0,4,9,1,12,0,0,1,0,0,0,1,1,3,2,0,5
5030,ירושלים,דמיטריוס הקדוש,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,ירושלים,דמיטריוס הקדוש,150,143,21,7,13,0,5,0,0,0,0,35,1,0,20,0,3,1,2,1,4,1,0,2,0,0,1,1,1,4,0,0,20
5060,ירושלים,בתי מחסה,400,397,11,105,5,0,0,0,0,5,1,99,0,55,16,0,5,28,6,0,0,2,0,0,0,0,0,0,0,3,0,1,55
5070,ירושלים,בתי מחסה,395,393,10,82,1,0,0,0,0,4,0,145,0,32,16,0,2,29,2,2,1,0,0,0,0,0,0,0,0,1,0,4,62
5210,ירושלים,''אצ''''ל             20'',180,179,20,1,1,0,3,0,0,6,0,31,1,3,39,0,27,20,10,0,1,2,0,0,0,0,0,0,0,5,0,3,6
5390,ירושלים,שיח גראח,218,210,26,0,30,0,13,0,0,2,0,86,0,6,9,0,4,2,1,0,19,1,0,0,0,0,0,1,0,1,0,1,8
5450,ירושלים,צור בחר,21,19,2,0,5,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,ירושלים,ככר ארן זלמן     11,373,369,20,108,0,0,1,0,0,21,0,64,0,3,44,0,8,41,6,0,0,1,0,0,0,0,0,1,0,0,0,0,51
5510,ירושלים,ככר ארן זלמן     7,359,357,40,17,1,0,0,0,0,20,0,59,0,6,53,0,10,67,12,1,0,4,0,0,0,0,0,0,0,2,0,8,57
5520,ירושלים,ככר ארן זלמן     7,385,382,31,80,0,0,0,0,0,32,0,65,0,12,44,0,12,32,6,0,1,3,0,0,0,0,0,0,0,1,0,2,61
5530,ירושלים,ככר ארן זלמן     7,391,386,18,131,0,0,1,0,0,17,0,64,0,4,17,0,17,26,9,0,1,2,0,0,0,0,0,0,0,1,0,0,78
5541,ירושלים,''מעגלי הרי''''ם לוין 25'',374,372,0,287,1,0,0,0,0,0,0,5,0,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69
5542,ירושלים,''מעגלי הרי''''ם לוין 25'',281,279,0,230,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
5550,ירושלים,קרל נטר          1,458,452,20,163,0,0,1,1,0,17,0,86,0,10,26,0,11,36,4,0,0,1,0,0,0,0,0,0,0,2,0,3,71
5560,ירושלים,ככר ארן זלמן     7,408,403,52,32,0,0,0,0,0,21,3,88,0,12,57,0,15,35,14,2,1,7,0,0,0,0,0,0,0,3,0,3,58
5570,ירושלים,קרל נטר          1,465,462,5,134,0,0,0,0,0,12,0,38,0,5,25,0,7,31,2,1,0,2,0,0,0,0,1,0,0,1,0,3,195
5580,ירושלים,קרל נטר          1,549,544,23,120,1,0,0,0,0,33,0,51,0,9,43,0,16,44,5,2,0,1,0,0,0,0,1,2,0,3,0,2,188
5590,ירושלים,''מעגלי הרי''''ם לוין 25'',574,570,0,429,0,0,0,0,0,1,0,21,0,3,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
5600,ירושלים,לוחמי הגטאות     7,535,532,167,0,4,0,0,0,0,33,13,33,0,3,119,0,13,43,54,0,1,9,0,0,0,0,0,1,0,11,0,14,14
5610,ירושלים,לוחמי הגטאות     7,369,364,70,3,7,0,9,0,0,28,0,28,1,3,63,0,31,60,21,0,0,1,0,0,1,0,0,0,0,10,0,6,22
5620,ירושלים,לוחמי הגטאות     7,435,431,106,6,1,0,4,0,0,34,2,36,2,1,90,0,29,44,50,0,1,0,0,0,0,0,0,1,1,7,0,9,7
5630,ירושלים,ככר ארן זלמן     7,423,418,52,20,0,0,1,0,0,12,0,83,0,6,64,0,19,89,14,1,0,3,0,0,0,0,0,0,0,3,0,12,39
5640,ירושלים,''מעגלי הרי''''ם לוין 25'',582,579,4,346,0,0,1,0,0,3,0,34,0,20,3,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148
5650,ירושלים,''אצ''''ל             20'',343,341,89,10,0,0,2,0,0,13,4,31,0,6,78,0,10,47,35,0,0,6,0,0,0,0,0,1,0,0,0,6,3
5660,ירושלים,''אצ''''ל             20'',287,284,50,2,2,0,3,0,0,14,2,24,0,5,63,0,30,45,22,0,1,3,0,1,0,0,0,0,0,4,0,2,11
5680,ירושלים,ככר ארן זלמן     7,434,430,27,150,0,0,0,0,0,26,1,59,0,8,32,0,15,37,10,0,0,6,0,0,0,0,0,0,1,5,0,5,48
5690,ירושלים,קרל נטר          1,393,387,26,66,0,0,1,0,0,17,1,49,0,7,21,1,24,48,5,0,2,0,0,0,1,0,0,0,0,4,0,6,108
5720,ירושלים,בלבן מאיר        6,270,261,10,10,0,0,0,0,12,7,2,22,0,9,32,0,63,36,6,0,1,1,0,0,0,0,0,0,0,1,0,2,47
5730,ירושלים,שד נוה יעקב      38,406,396,17,45,0,0,0,0,15,14,0,38,1,7,32,2,89,50,5,0,0,0,0,0,0,0,0,1,1,2,0,3,74
5740,ירושלים,שד נוה יעקב      36,360,339,16,6,2,0,0,0,15,7,3,23,2,10,31,0,90,53,2,0,0,2,0,1,0,0,0,0,0,4,0,4,68
5750,ירושלים,שד נוה יעקב      36,355,339,12,8,0,0,1,0,10,6,2,31,1,6,29,0,119,43,7,0,0,0,0,1,0,0,0,0,0,5,0,0,58
5760,ירושלים,בלבן מאיר        6,238,230,10,20,0,0,0,0,11,6,0,20,1,8,21,0,51,27,2,0,0,0,0,0,1,0,0,1,0,2,0,0,49
5770,ירושלים,מירסקי יצחק      10,640,633,0,486,0,0,1,0,0,0,0,2,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129
5780,ירושלים,מעוז             1,438,435,7,231,0,0,0,0,4,3,0,21,0,7,5,0,10,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127
5790,ירושלים,בובליק גדליה     26,406,401,35,39,1,0,0,0,0,16,2,77,1,12,56,0,27,47,8,0,0,1,0,0,0,0,0,0,0,7,0,2,70
5870,ירושלים,קדושי בבל        22,246,243,21,3,0,0,0,0,7,19,1,18,1,3,37,0,45,53,9,0,0,3,0,0,0,0,0,0,0,3,0,2,18
5880,ירושלים,שירת הים         2,517,511,2,398,0,0,0,0,0,0,0,5,0,5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
5890,ירושלים,שירת הים         2,340,336,6,170,0,0,0,0,1,6,0,9,0,3,12,0,3,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,115
